[03:29:19.05] (GameRunner::addObject) Game add object
[03:29:19.05] (GameObjectsList::push) Push object DIRECTLY
[03:29:19.08] ----------------------0.033411s ----------------------
[03:29:19.39] ----------------------0.004055s ----------------------
[03:29:19.40] ----------------------0.004962s ----------------------
[03:29:19.40] ----------------------0.003992s ----------------------
[03:29:19.40] ----------------------0.004426s ----------------------
[03:29:19.41] ----------------------0.005222s ----------------------
[03:29:19.41] ----------------------0.003795s ----------------------
[03:29:19.42] ----------------------0.003996s ----------------------
[03:29:19.42] ----------------------0.004345s ----------------------
[03:29:19.43] ----------------------0.004097s ----------------------
[03:29:19.43] ----------------------0.005066s ----------------------
[03:29:19.43] ----------------------0.004850s ----------------------
[03:29:19.44] ----------------------0.004303s ----------------------
[03:29:19.44] ----------------------0.003980s ----------------------
[03:29:19.45] ----------------------0.003994s ----------------------
[03:29:19.45] ----------------------0.004396s ----------------------
[03:29:19.46] ----------------------0.005057s ----------------------
[03:29:19.46] ----------------------0.004955s ----------------------
[03:29:19.47] ----------------------0.004006s ----------------------
[03:29:19.47] ----------------------0.003273s ----------------------
[03:29:19.47] ----------------------0.004071s ----------------------
[03:29:19.48] ----------------------0.003934s ----------------------
[03:29:19.48] ----------------------0.005043s ----------------------
[03:29:19.49] ----------------------0.003969s ----------------------
[03:29:19.49] ----------------------0.003365s ----------------------
[03:29:19.49] ----------------------0.003917s ----------------------
[03:29:19.50] ----------------------0.005012s ----------------------
[03:29:19.50] ----------------------0.003473s ----------------------
[03:29:19.51] ----------------------0.004028s ----------------------
[03:29:19.51] ----------------------0.004993s ----------------------
[03:29:19.51] ----------------------0.003981s ----------------------
[03:29:19.52] ----------------------0.004207s ----------------------
[03:29:19.52] ----------------------0.004081s ----------------------
[03:29:19.53] ----------------------0.003985s ----------------------
[03:29:19.53] ----------------------0.003951s ----------------------
[03:29:19.53] ----------------------0.003992s ----------------------
[03:29:19.54] ----------------------0.004009s ----------------------
[03:29:19.54] ----------------------0.004013s ----------------------
[03:29:19.55] ----------------------0.003985s ----------------------
[03:29:19.55] ----------------------0.003984s ----------------------
[03:29:19.55] ----------------------0.004012s ----------------------
[03:29:19.56] ----------------------0.005071s ----------------------
[03:29:19.56] ----------------------0.004950s ----------------------
[03:29:19.57] ----------------------0.004557s ----------------------
[03:29:19.57] ----------------------0.004043s ----------------------
[03:29:19.58] ----------------------0.003962s ----------------------
[03:29:19.58] ----------------------0.003985s ----------------------
[03:29:19.59] ----------------------0.003993s ----------------------
[03:29:19.59] ----------------------0.004096s ----------------------
[03:29:19.59] ----------------------0.003911s ----------------------
[03:29:19.60] ----------------------0.003997s ----------------------
[03:29:19.60] ----------------------0.004030s ----------------------
[03:29:19.61] ----------------------0.003981s ----------------------
[03:29:19.61] ----------------------0.003377s ----------------------
[03:29:19.61] ----------------------0.004671s ----------------------
[03:29:19.62] ----------------------0.003948s ----------------------
[03:29:19.62] ----------------------0.003975s ----------------------
[03:29:19.63] ----------------------0.005022s ----------------------
[03:29:19.63] ----------------------0.003999s ----------------------
[03:29:19.63] ----------------------0.004015s ----------------------
[03:29:19.64] ----------------------0.003995s ----------------------
[03:29:19.64] ----------------------0.004112s ----------------------
[03:29:19.65] ----------------------0.003981s ----------------------
[03:29:19.65] ----------------------0.004886s ----------------------
[03:29:19.66] ----------------------0.004000s ----------------------
[03:29:19.66] ----------------------0.004082s ----------------------
[03:29:19.66] ----------------------0.003924s ----------------------
[03:29:19.67] ----------------------0.003993s ----------------------
[03:29:19.67] ----------------------0.003997s ----------------------
[03:29:19.68] ----------------------0.004040s ----------------------
[03:29:19.68] ----------------------0.004022s ----------------------
[03:29:19.68] ----------------------0.003962s ----------------------
[03:29:19.69] ----------------------0.003983s ----------------------
[03:29:19.69] ----------------------0.004006s ----------------------
[03:29:19.70] ----------------------0.005008s ----------------------
[03:29:19.70] ----------------------0.003982s ----------------------
[03:29:19.70] ----------------------0.004021s ----------------------
[03:29:19.71] ----------------------0.004052s ----------------------
[03:29:19.71] ----------------------0.003959s ----------------------
[03:29:19.72] ----------------------0.003974s ----------------------
[03:29:19.72] ----------------------0.003998s ----------------------
[03:29:19.72] ----------------------0.004057s ----------------------
[03:29:19.73] ----------------------0.003492s ----------------------
[03:29:19.73] ----------------------0.004440s ----------------------
[03:29:19.74] ----------------------0.004031s ----------------------
[03:29:19.74] ----------------------0.004060s ----------------------
[03:29:19.74] ----------------------0.003622s ----------------------
[03:29:19.75] ----------------------0.004291s ----------------------
[03:29:19.75] ----------------------0.004000s ----------------------
[03:29:19.76] ----------------------0.004047s ----------------------
[03:29:19.76] ----------------------0.004760s ----------------------
[03:29:19.77] ----------------------0.004242s ----------------------
[03:29:19.77] ----------------------0.003948s ----------------------
[03:29:19.77] ----------------------0.004198s ----------------------
[03:29:19.78] ----------------------0.003645s ----------------------
[03:29:19.78] ----------------------0.004211s ----------------------
[03:29:19.79] ----------------------0.003968s ----------------------
[03:29:19.79] ----------------------0.004085s ----------------------
[03:29:19.79] ----------------------0.004508s ----------------------
[03:29:19.80] ----------------------0.004382s ----------------------
[03:29:19.80] ----------------------0.004025s ----------------------
[03:29:19.81] ----------------------0.004066s ----------------------
[03:29:19.81] ----------------------0.003872s ----------------------
[03:29:19.81] ----------------------0.003920s ----------------------
[03:29:19.82] ----------------------0.004499s ----------------------
[03:29:19.82] ----------------------0.004690s ----------------------
[03:29:19.83] ----------------------0.004747s ----------------------
[03:29:19.83] ----------------------0.004712s ----------------------
[03:29:19.84] ----------------------0.004533s ----------------------
[03:29:19.84] ----------------------0.003676s ----------------------
[03:29:19.85] ----------------------0.003891s ----------------------
[03:29:19.85] ----------------------0.004369s ----------------------
[03:29:19.85] ----------------------0.004000s ----------------------
[03:29:19.86] ----------------------0.005003s ----------------------
[03:29:19.86] ----------------------0.003327s ----------------------
[03:29:19.87] ----------------------0.003202s ----------------------
[03:29:19.87] ----------------------0.004474s ----------------------
[03:29:19.87] ----------------------0.004041s ----------------------
[03:29:19.88] ----------------------0.004962s ----------------------
[03:29:19.88] ----------------------0.004025s ----------------------
[03:29:19.89] ----------------------0.003879s ----------------------
[03:29:19.89] ----------------------0.007307s ----------------------
[03:29:19.90] ----------------------0.004064s ----------------------
[03:29:19.90] ----------------------0.004769s ----------------------
[03:29:19.91] ----------------------0.003201s ----------------------
[03:29:19.91] ----------------------0.005148s ----------------------
[03:29:19.92] ----------------------0.004790s ----------------------
[03:29:19.92] ----------------------0.004800s ----------------------
[03:29:19.92] ----------------------0.004045s ----------------------
[03:29:19.93] ----------------------0.003230s ----------------------
[03:29:19.93] ----------------------0.003731s ----------------------
[03:29:19.94] ----------------------0.003996s ----------------------
[03:29:19.94] ----------------------0.004077s ----------------------
[03:29:19.94] ----------------------0.004243s ----------------------
[03:29:19.96] ----------------------0.017197s ----------------------
[03:29:19.99] ----------------------0.024197s ----------------------
[03:29:19.99] ----------------------0.004353s ----------------------
[03:29:20.02] ----------------------0.026599s ----------------------
[03:29:20.02] ----------------------0.003323s ----------------------
[03:29:20.02] ----------------------0.004012s ----------------------
[03:29:20.03] ----------------------0.003998s ----------------------
[03:29:20.03] ----------------------0.003980s ----------------------
[03:29:20.04] ----------------------0.004000s ----------------------
[03:29:20.04] ----------------------0.004364s ----------------------
[03:29:20.04] ----------------------0.004479s ----------------------
[03:29:20.05] ----------------------0.005002s ----------------------
[03:29:20.05] ----------------------0.004154s ----------------------
[03:29:20.06] ----------------------0.004080s ----------------------
[03:29:20.06] ----------------------0.005957s ----------------------
[03:29:20.07] ----------------------0.004024s ----------------------
[03:29:20.07] ----------------------0.003956s ----------------------
[03:29:20.08] ----------------------0.004005s ----------------------
[03:29:20.08] ----------------------0.004048s ----------------------
[03:29:20.08] ----------------------0.004950s ----------------------
[03:29:20.09] ----------------------0.003971s ----------------------
[03:29:20.09] ----------------------0.004013s ----------------------
[03:29:20.10] ----------------------0.004037s ----------------------
[03:29:20.10] ----------------------0.003944s ----------------------
[03:29:20.10] ----------------------0.004007s ----------------------
[03:29:20.11] ----------------------0.004039s ----------------------
[03:29:20.11] ----------------------0.004953s ----------------------
[03:29:20.12] ----------------------0.004004s ----------------------
[03:29:20.12] ----------------------0.004004s ----------------------
[03:29:20.13] ----------------------0.005082s ----------------------
[03:29:20.13] ----------------------0.003933s ----------------------
[03:29:20.13] ----------------------0.003990s ----------------------
[03:29:20.14] ----------------------0.004017s ----------------------
[03:29:20.14] ----------------------0.003229s ----------------------
[03:29:20.15] ----------------------0.003591s ----------------------
[03:29:20.15] ----------------------0.004142s ----------------------
[03:29:20.15] ----------------------0.004004s ----------------------
[03:29:20.16] ----------------------0.004070s ----------------------
[03:29:20.16] ----------------------0.003939s ----------------------
[03:29:20.17] ----------------------0.004001s ----------------------
[03:29:20.17] ----------------------0.003990s ----------------------
[03:29:20.17] ----------------------0.004036s ----------------------
[03:29:20.18] ----------------------0.003968s ----------------------
[03:29:20.18] ----------------------0.004005s ----------------------
[03:29:20.19] ----------------------0.003977s ----------------------
[03:29:20.19] ----------------------0.004034s ----------------------
[03:29:20.19] ----------------------0.003392s ----------------------
[03:29:20.20] ----------------------0.004577s ----------------------
[03:29:20.20] ----------------------0.004028s ----------------------
[03:29:20.21] ----------------------0.005025s ----------------------
[03:29:20.21] ----------------------0.004945s ----------------------
[03:29:20.22] ----------------------0.003992s ----------------------
[03:29:20.22] ----------------------0.004024s ----------------------
[03:29:20.22] ----------------------0.004016s ----------------------
[03:29:20.23] ----------------------0.004965s ----------------------
[03:29:20.23] ----------------------0.003993s ----------------------
[03:29:20.24] ----------------------0.004000s ----------------------
[03:29:20.24] ----------------------0.004028s ----------------------
[03:29:20.24] ----------------------0.003997s ----------------------
[03:29:20.25] ----------------------0.003973s ----------------------
[03:29:20.25] ----------------------0.004000s ----------------------
[03:29:20.26] ----------------------0.004037s ----------------------
[03:29:20.26] ----------------------0.003976s ----------------------
[03:29:20.26] ----------------------0.004017s ----------------------
[03:29:20.27] ----------------------0.003356s ----------------------
[03:29:20.27] ----------------------0.004031s ----------------------
[03:29:20.28] ----------------------0.005097s ----------------------
[03:29:20.28] ----------------------0.003898s ----------------------
[03:29:20.29] ----------------------0.004996s ----------------------
[03:29:20.29] ----------------------0.004314s ----------------------
[03:29:20.29] ----------------------0.004017s ----------------------
[03:29:20.30] ----------------------0.004966s ----------------------
[03:29:20.30] ----------------------0.004001s ----------------------
[03:29:20.31] ----------------------0.004336s ----------------------
[03:29:20.31] ----------------------0.004926s ----------------------
[03:29:20.32] ----------------------0.005016s ----------------------
[03:29:20.32] ----------------------0.004030s ----------------------
[03:29:20.32] ----------------------0.003488s ----------------------
[03:29:20.33] ----------------------0.003255s ----------------------
[03:29:20.33] ----------------------0.005264s ----------------------
[03:29:20.34] ----------------------0.004522s ----------------------
[03:29:20.34] ----------------------0.003486s ----------------------
[03:29:20.34] ----------------------0.003191s ----------------------
[03:29:20.35] ----------------------0.004331s ----------------------
[03:29:20.35] ----------------------0.003986s ----------------------
[03:29:20.36] ----------------------0.004038s ----------------------
[03:29:20.36] ----------------------0.004999s ----------------------
[03:29:20.37] ----------------------0.003970s ----------------------
[03:29:20.37] ----------------------0.004008s ----------------------
[03:29:20.37] ----------------------0.003395s ----------------------
[03:29:20.38] ----------------------0.003905s ----------------------
[03:29:20.38] ----------------------0.004021s ----------------------
[03:29:20.39] ----------------------0.003982s ----------------------
[03:29:20.39] ----------------------0.004081s ----------------------
[03:29:20.39] ----------------------0.003923s ----------------------
[03:29:20.40] ----------------------0.004018s ----------------------
[03:29:20.40] ----------------------0.003453s ----------------------
[03:29:20.40] ----------------------0.004016s ----------------------
[03:29:20.41] ----------------------0.004049s ----------------------
[03:29:20.41] ----------------------0.003948s ----------------------
[03:29:20.42] ----------------------0.004008s ----------------------
[03:29:20.42] ----------------------0.003992s ----------------------
[03:29:20.42] ----------------------0.004041s ----------------------
[03:29:20.43] ----------------------0.004958s ----------------------
[03:29:20.43] ----------------------0.003986s ----------------------
[03:29:20.44] ----------------------0.005060s ----------------------
[03:29:20.44] ----------------------0.004025s ----------------------
[03:29:20.45] ----------------------0.003955s ----------------------
[03:29:20.45] ----------------------0.003992s ----------------------
[03:29:20.45] ----------------------0.004001s ----------------------
[03:29:20.46] ----------------------0.004031s ----------------------
[03:29:20.46] ----------------------0.004988s ----------------------
[03:29:20.47] ----------------------0.003983s ----------------------
[03:29:20.47] ----------------------0.004058s ----------------------
[03:29:20.48] ----------------------0.003986s ----------------------
[03:29:20.48] ----------------------0.003959s ----------------------
[03:29:20.48] ----------------------0.003986s ----------------------
[03:29:20.49] ----------------------0.004007s ----------------------
[03:29:20.49] ----------------------0.005070s ----------------------
[03:29:20.50] ----------------------0.004964s ----------------------
[03:29:20.50] ----------------------0.003988s ----------------------
[03:29:20.51] ----------------------0.005118s ----------------------
[03:29:20.51] ----------------------0.004921s ----------------------
[03:29:20.52] ----------------------0.003996s ----------------------
[03:29:20.52] ----------------------0.003997s ----------------------
[03:29:20.52] ----------------------0.004095s ----------------------
[03:29:20.53] ----------------------0.004921s ----------------------
[03:29:20.53] ----------------------0.004000s ----------------------
[03:29:20.54] ----------------------0.004006s ----------------------
[03:29:20.54] ----------------------0.004084s ----------------------
[03:29:20.54] ----------------------0.003921s ----------------------
[03:29:20.55] ----------------------0.005002s ----------------------
[03:29:20.55] ----------------------0.004273s ----------------------
[03:29:20.56] ----------------------0.004096s ----------------------
[03:29:20.56] ----------------------0.003940s ----------------------
[03:29:20.57] ----------------------0.003875s ----------------------
[03:29:20.57] ----------------------0.004008s ----------------------
[03:29:20.58] ----------------------0.005008s ----------------------
[03:29:20.58] ----------------------0.004036s ----------------------
[03:29:20.58] ----------------------0.003949s ----------------------
[03:29:20.59] ----------------------0.004326s ----------------------
[03:29:20.59] ----------------------0.004137s ----------------------
[03:29:20.60] ----------------------0.003889s ----------------------
[03:29:20.60] ----------------------0.003986s ----------------------
[03:29:20.60] ----------------------0.003451s ----------------------
[03:29:20.61] ----------------------0.004057s ----------------------
[03:29:20.61] ----------------------0.005053s ----------------------
[03:29:20.62] ----------------------0.003495s ----------------------
[03:29:20.62] ----------------------0.004387s ----------------------
[03:29:20.62] ----------------------0.004091s ----------------------
[03:29:20.63] ----------------------0.003968s ----------------------
[03:29:20.63] ----------------------0.003938s ----------------------
[03:29:20.64] ----------------------0.004016s ----------------------
[03:29:20.64] ----------------------0.004042s ----------------------
[03:29:20.64] ----------------------0.003953s ----------------------
[03:29:20.65] ----------------------0.004986s ----------------------
[03:29:20.65] ----------------------0.003994s ----------------------
[03:29:20.66] ----------------------0.004079s ----------------------
[03:29:20.66] ----------------------0.003935s ----------------------
[03:29:20.66] ----------------------0.004001s ----------------------
[03:29:20.67] ----------------------0.004158s ----------------------
[03:29:20.67] ----------------------0.004316s ----------------------
[03:29:20.68] ----------------------0.003874s ----------------------
[03:29:20.68] ----------------------0.004038s ----------------------
[03:29:20.69] ----------------------0.004006s ----------------------
[03:29:20.69] ----------------------0.005083s ----------------------
[03:29:20.70] ----------------------0.004922s ----------------------
[03:29:20.70] (GameRunner::addObject) Game add object
[03:29:20.70] (GameObjectsList::push) Push object to BUFFER
[03:29:20.70] (Player::onShot) Player shot
[03:29:20.70] (GameObjectsList::flush) Flushed from buffer:
	Flush buffer was: 1
	Actual vector size: 2
	Buffered vector size: 0
[03:29:20.70] ----------------------0.005412s ----------------------
[03:29:20.70] ----------------------0.002577s ----------------------
[03:29:20.71] ----------------------0.004069s ----------------------
[03:29:20.72] ----------------------0.010595s ----------------------
[03:29:20.72] ----------------------0.004420s ----------------------
[03:29:20.73] ----------------------0.004152s ----------------------
[03:29:20.73] ----------------------0.003867s ----------------------
[03:29:20.74] ----------------------0.004918s ----------------------
[03:29:20.74] ----------------------0.004015s ----------------------
[03:29:20.74] ----------------------0.003968s ----------------------
[03:29:20.75] ----------------------0.004023s ----------------------
[03:29:20.75] ----------------------0.003978s ----------------------
[03:29:20.76] ----------------------0.004026s ----------------------
[03:29:20.76] ----------------------0.004053s ----------------------
[03:29:20.76] ----------------------0.004953s ----------------------
[03:29:20.77] ----------------------0.003984s ----------------------
[03:29:20.77] ----------------------0.004057s ----------------------
[03:29:20.78] ----------------------0.004973s ----------------------
[03:29:20.78] ----------------------0.003969s ----------------------
[03:29:20.79] ----------------------0.003990s ----------------------
[03:29:20.79] ----------------------0.004049s ----------------------
[03:29:20.79] ----------------------0.003950s ----------------------
[03:29:20.80] ----------------------0.004010s ----------------------
[03:29:20.80] ----------------------0.004011s ----------------------
[03:29:20.81] ----------------------0.004765s ----------------------
[03:29:20.81] ----------------------0.003932s ----------------------
[03:29:20.81] ----------------------0.004003s ----------------------
[03:29:20.82] ----------------------0.003995s ----------------------
[03:29:20.82] ----------------------0.005064s ----------------------
[03:29:20.83] ----------------------0.003967s ----------------------
[03:29:20.83] ----------------------0.004012s ----------------------
[03:29:20.84] ----------------------0.003986s ----------------------
[03:29:20.84] ----------------------0.005071s ----------------------
[03:29:20.85] ----------------------0.004977s ----------------------
[03:29:20.85] ----------------------0.003953s ----------------------
[03:29:20.85] ----------------------0.005005s ----------------------
[03:29:20.86] ----------------------0.004033s ----------------------
[03:29:20.86] ----------------------0.003966s ----------------------
[03:29:20.87] ----------------------0.003994s ----------------------
[03:29:20.87] ----------------------0.005020s ----------------------
[03:29:20.88] ----------------------0.004069s ----------------------
[03:29:20.88] ----------------------0.003996s ----------------------
[03:29:20.88] ----------------------0.004949s ----------------------
[03:29:20.89] ----------------------0.004279s ----------------------
[03:29:20.89] ----------------------0.004035s ----------------------
[03:29:20.90] ----------------------0.003965s ----------------------
[03:29:20.90] ----------------------0.003993s ----------------------
[03:29:20.90] ----------------------0.003997s ----------------------
[03:29:20.91] ----------------------0.004042s ----------------------
[03:29:20.91] ----------------------0.004009s ----------------------
[03:29:20.92] ----------------------0.003959s ----------------------
[03:29:20.92] ----------------------0.003985s ----------------------
[03:29:20.93] ----------------------0.005051s ----------------------
[03:29:20.93] ----------------------0.004970s ----------------------
[03:29:20.93] ----------------------0.003983s ----------------------
[03:29:20.94] ----------------------0.005051s ----------------------
[03:29:20.94] ----------------------0.003432s ----------------------
[03:29:20.95] ----------------------0.004518s ----------------------
[03:29:20.95] ----------------------0.004004s ----------------------
[03:29:20.96] ----------------------0.004475s ----------------------
[03:29:20.96] ----------------------0.004988s ----------------------
[03:29:20.97] ----------------------0.004984s ----------------------
[03:29:20.97] ----------------------0.004002s ----------------------
[03:29:20.97] ----------------------0.004022s ----------------------
[03:29:20.98] ----------------------0.003979s ----------------------
[03:29:20.98] ----------------------0.004016s ----------------------
[03:29:20.99] ----------------------0.004032s ----------------------
[03:29:20.99] ----------------------0.004245s ----------------------
[03:29:20.99] ----------------------0.003981s ----------------------
[03:29:21.00] ----------------------0.004998s ----------------------
[03:29:21.00] ----------------------0.003995s ----------------------
[03:29:21.01] ----------------------0.004075s ----------------------
[03:29:21.01] ----------------------0.003947s ----------------------
[03:29:21.02] ----------------------0.003983s ----------------------
[03:29:21.02] ----------------------0.004006s ----------------------
[03:29:21.02] ----------------------0.004099s ----------------------
[03:29:21.03] ----------------------0.004966s ----------------------
[03:29:21.03] ----------------------0.004970s ----------------------
[03:29:21.04] ----------------------0.004329s ----------------------
[03:29:21.04] ----------------------0.005016s ----------------------
[03:29:21.05] ----------------------0.004974s ----------------------
[03:29:21.05] ----------------------0.003993s ----------------------
[03:29:21.06] ----------------------0.004063s ----------------------
[03:29:21.06] ----------------------0.004950s ----------------------
[03:29:21.06] ----------------------0.003999s ----------------------
[03:29:21.07] ----------------------0.003997s ----------------------
[03:29:21.07] ----------------------0.004065s ----------------------
[03:29:21.08] ----------------------0.003972s ----------------------
[03:29:21.08] ----------------------0.004005s ----------------------
[03:29:21.08] ----------------------0.003279s ----------------------
[03:29:21.09] ----------------------0.003984s ----------------------
[03:29:21.09] ----------------------0.005021s ----------------------
[03:29:21.10] ----------------------0.004001s ----------------------
[03:29:21.10] ----------------------0.003999s ----------------------
[03:29:21.10] ----------------------0.004218s ----------------------
[03:29:21.11] ----------------------0.004069s ----------------------
[03:29:21.11] ----------------------0.003945s ----------------------
[03:29:21.12] ----------------------0.004217s ----------------------
[03:29:21.12] ----------------------0.003965s ----------------------
[03:29:21.13] ----------------------0.005047s ----------------------
[03:29:21.13] ----------------------0.003968s ----------------------
[03:29:21.13] ----------------------0.003716s ----------------------
[03:29:21.14] ----------------------0.004005s ----------------------
[03:29:21.14] ----------------------0.005021s ----------------------
[03:29:21.15] ----------------------0.004010s ----------------------
[03:29:21.15] ----------------------0.004205s ----------------------
[03:29:21.16] ----------------------0.004429s ----------------------
[03:29:21.16] ----------------------0.004923s ----------------------
[03:29:21.16] ----------------------0.003989s ----------------------
[03:29:21.17] ----------------------0.003979s ----------------------
[03:29:21.17] ----------------------0.004054s ----------------------
[03:29:21.18] ----------------------0.004013s ----------------------
[03:29:21.18] ----------------------0.003945s ----------------------
[03:29:21.18] ----------------------0.003281s ----------------------
[03:29:21.19] ----------------------0.004015s ----------------------
[03:29:21.19] ----------------------0.005087s ----------------------
[03:29:21.20] ----------------------0.003910s ----------------------
[03:29:21.20] ----------------------0.004016s ----------------------
[03:29:21.21] ----------------------0.004522s ----------------------
[03:29:21.21] ----------------------0.004992s ----------------------
[03:29:21.21] ----------------------0.003980s ----------------------
[03:29:21.22] ----------------------0.004021s ----------------------
[03:29:21.22] ----------------------0.004082s ----------------------
[03:29:21.23] ----------------------0.003944s ----------------------
[03:29:21.23] ----------------------0.004001s ----------------------
[03:29:21.23] ----------------------0.004123s ----------------------
[03:29:21.24] ----------------------0.004123s ----------------------
[03:29:21.24] ----------------------0.004151s ----------------------
[03:29:21.25] ----------------------0.004501s ----------------------
[03:29:21.25] ----------------------0.003983s ----------------------
[03:29:21.26] ----------------------0.004222s ----------------------
[03:29:21.26] ----------------------0.003978s ----------------------
[03:29:21.26] ----------------------0.004009s ----------------------
[03:29:21.27] ----------------------0.003980s ----------------------
[03:29:21.27] ----------------------0.004001s ----------------------
[03:29:21.28] ----------------------0.004061s ----------------------
[03:29:21.28] ----------------------0.003952s ----------------------
[03:29:21.28] ----------------------0.003980s ----------------------
[03:29:21.29] ----------------------0.004006s ----------------------
[03:29:21.29] ----------------------0.004066s ----------------------
[03:29:21.30] ----------------------0.003952s ----------------------
[03:29:21.30] ----------------------0.004999s ----------------------
[03:29:21.30] ----------------------0.004022s ----------------------
[03:29:21.31] ----------------------0.004072s ----------------------
[03:29:21.31] ----------------------0.003936s ----------------------
[03:29:21.32] ----------------------0.003993s ----------------------
[03:29:21.32] ----------------------0.005011s ----------------------
[03:29:21.33] ----------------------0.004032s ----------------------
[03:29:21.33] ----------------------0.003975s ----------------------
[03:29:21.33] ----------------------0.003981s ----------------------
[03:29:21.34] ----------------------0.003996s ----------------------
[03:29:21.34] ----------------------0.005026s ----------------------
[03:29:21.35] ----------------------0.004003s ----------------------
[03:29:21.35] ----------------------0.003967s ----------------------
[03:29:21.35] ----------------------0.004005s ----------------------
[03:29:21.36] ----------------------0.003307s ----------------------
[03:29:21.36] ----------------------0.003708s ----------------------
[03:29:21.37] ----------------------0.004983s ----------------------
[03:29:21.37] ----------------------0.003991s ----------------------
[03:29:21.37] ----------------------0.004061s ----------------------
[03:29:21.38] ----------------------0.003996s ----------------------
[03:29:21.38] ----------------------0.004944s ----------------------
[03:29:21.39] ----------------------0.004029s ----------------------
[03:29:21.39] ----------------------0.004082s ----------------------
[03:29:21.40] ----------------------0.003952s ----------------------
[03:29:21.40] ----------------------0.004980s ----------------------
[03:29:21.40] ----------------------0.004027s ----------------------
[03:29:21.41] ----------------------0.005054s ----------------------
[03:29:21.41] ----------------------0.003967s ----------------------
[03:29:21.42] ----------------------0.003989s ----------------------
[03:29:21.42] ----------------------0.004007s ----------------------
[03:29:21.43] ----------------------0.004033s ----------------------
[03:29:21.43] ----------------------0.003959s ----------------------
[03:29:21.43] ----------------------0.004304s ----------------------
